i	k	etaik
0	0	0.000000
0	1	0.000000
0	2	1.000000
0	3	0.000000
1	0	0.000000
1	1	0.543453
1	2	0.000000
1	3	0.456547
2	0	0.000000
2	1	0.513660
2	2	0.486340
2	3	0.000000
3	0	0.000000
3	1	1.000000
3	2	0.000000
3	3	0.000000
4	0	0.000000
4	1	0.486674
4	2	0.513326
4	3	0.000000
5	0	0.000000
5	1	1.000000
5	2	0.000000
5	3	0.000000
6	0	0.000000
6	1	0.543453
6	2	0.000000
6	3	0.456547
7	0	0.505182
7	1	0.000000
7	2	0.494818
7	3	0.000000
8	0	0.000000
8	1	0.543453
8	2	0.000000
8	3	0.456547
9	0	0.508024
9	1	0.000000
9	2	0.491976
9	3	0.000000
10	0	0.000000
10	1	0.507117
10	2	0.000000
10	3	0.492883
11	0	1.000000
11	1	0.000000
11	2	0.000000
11	3	0.000000
12	0	1.000000
12	1	0.000000
12	2	0.000000
12	3	0.000000
13	0	0.000000
13	1	0.000000
13	2	0.509190
13	3	0.490810
14	0	0.507246
14	1	0.000000
14	2	0.492754
14	3	0.000000
15	0	1.000000
15	1	0.000000
15	2	0.000000
15	3	0.000000
16	0	0.515486
16	1	0.000000
16	2	0.000000
16	3	0.484514
17	0	1.000000
17	1	0.000000
17	2	0.000000
17	3	0.000000
18	0	0.515486
18	1	0.000000
18	2	0.000000
18	3	0.484514
19	0	1.000000
19	1	0.000000
19	2	0.000000
19	3	0.000000
20	0	1.000000
20	1	0.000000
20	2	0.000000
20	3	0.000000
21	0	1.000000
21	1	0.000000
21	2	0.000000
21	3	0.000000
22	0	1.000000
22	1	0.000000
22	2	0.000000
22	3	0.000000
23	0	1.000000
23	1	0.000000
23	2	0.000000
23	3	0.000000
24	0	0.536942
24	1	0.463058
24	2	0.000000
24	3	0.000000
25	0	0.339040
25	1	0.660960
25	2	0.000000
25	3	0.000000
26	0	1.000000
26	1	0.000000
26	2	0.000000
26	3	0.000000
27	0	0.339040
27	1	0.660960
27	2	0.000000
27	3	0.000000
28	0	0.339040
