i	k	etaik
0	0	0.490963
0	1	0.000000
0	2	0.509037
1	0	0.000000
1	1	0.000000
1	2	1.000000
2	0	0.000000
2	1	0.000000
2	2	1.000000
3	0	0.000000
3	1	0.560050
3	2	0.439950
4	0	0.000000
4	1	0.000000
4	2	1.000000
5	0	0.000000
5	1	0.000000
5	2	1.000000
6	0	0.515051
6	1	0.000000
6	2	0.484949
7	0	0.000000
7	1	0.000000
7	2	1.000000
8	0	0.000000
8	1	0.000000
8	2	1.000000
9	0	0.000000
9	1	0.000000
9	2	1.000000
10	0	0.000000
10	1	0.000000
10	2	1.000000
11	0	0.490963
11	1	0.000000
11	2	0.509037
12	0	0.000000
12	1	0.000000
12	2	1.000000
13	0	0.000000
13	1	0.000000
13	2	1.000000
14	0	0.000000
14	1	0.000000
14	2	1.000000
15	0	0.000000
15	1	0.507076
15	2	0.492924
16	0	0.000000
16	1	0.000000
16	2	1.000000
17	0	0.000000
17	1	0.000000
17	2	1.000000
18	0	1.000000
18	1	0.000000
18	2	0.000000
19	0	0.000000
19	1	0.428346
19	2	0.571654
20	0	0.000000
20	1	0.000000
20	2	1.000000
21	0	0.000000
21	1	0.000000
21	2	1.000000
22	0	0.000000
22	1	0.000000
22	2	1.000000
23	0	0.000000
23	1	0.000000
23	2	1.000000
24	0	0.000000
24	1	0.000000
24	2	1.000000
25	0	0.632525
25	1	0.000000
25	2	0.367475
26	0	0.408632
26	1	0.000000
26	2	0.591368
27	0	0.000000
27	1	0.000000
27	2	1.000000
28	0	1.000000
28	1	0.000000
28	2	0.000000
29	0	0.000000
29	1	0.000000
29	2	1.000000
30	0	0.000006
30	1	0.000000
30	2	0.999994
31	0	0.000004
31	1	0.000000
31	2	0.999996
32	0	0.000000
32	1	0.592315
32	2	0.407685
33	0	0.509546
33	1	0.490454
33	2	0.000000
34	0	0.000000
34	1	0.000000
34	2	1.000000
35	0	0.000000
35	1	0.562966
35	2	0.437034
36	0	0.000000
36	1	0.000000
36	2	1.000000
37	0	0.000000
37	1	0.000000
37	2	1.000000
38	0	0.000000
38	1	0.000000
38	2	1.000000
39	0	0.000000
