k	l	m	KLM
0	0	0	0.640000
0	0	1	0.360000
0	1	0	0.640000
0	1	1	0.360000
0	2	0	0.640000
0	2	1	0.360000
0	3	0	0.110000
0	3	1	0.890000
0	4	0	0.730000
0	4	1	0.270000
0	5	0	0.840000
0	5	1	0.160000
0	6	0	0.370000
0	6	1	0.360000
0	6	2	0.270000
0	7	0	0.640000
0	7	1	0.360000
0	8	0	0.360000
0	8	1	0.640000
0	9	0	0.670000
0	9	1	0.330000
0	10	0	0.940000
0	10	1	0.060000
0	11	0	0.940000
0	11	1	0.060000
0	12	0	0.640000
0	12	1	0.360000
0	13	0	0.020000
0	13	1	0.980000
0	14	0	0.940000
0	14	1	0.060000
0	15	0	0.300000
0	15	1	0.700000
0	16	0	0.640000
0	16	1	0.360000
0	17	0	0.060000
0	17	1	0.940000
0	18	0	0.940000
0	18	1	0.060000
0	19	0	0.640000
0	19	1	0.360000
0	20	0	0.980000
0	20	1	0.020000
0	21	0	0.060000
0	21	1	0.940000
0	22	0	0.640000
0	22	1	0.360000
0	23	0	0.950000
0	23	1	0.050000
0	24	0	0.960000
0	24	1	0.040000
0	25	0	0.940000
0	25	1	0.060000
0	26	0	0.050000
0	26	1	0.950000
0	27	0	0.840000
0	27	1	0.160000
0	28	0	0.840000
0	28	1	0.160000
0	29	0	0.160000
0	29	1	0.840000

