k	l	m	KLM
0	0	0	0.970000
0	0	1	0.030000
0	1	0	0.550000
0	1	1	0.450000
0	2	0	0.180000
0	2	1	0.820000
0	3	0	0.150000
0	3	1	0.850000
0	4	0	0.010000
0	4	1	0.990000
0	5	0	0.960000
0	5	1	0.040000
0	6	0	0.200000
0	6	1	0.800000
0	7	0	0.200000
0	7	1	0.800000
0	8	0	0.200000
0	8	1	0.800000
0	9	0	0.890000
0	9	1	0.110000
0	10	0	0.800000
0	10	1	0.200000
0	11	0	0.200000
0	11	1	0.800000
0	12	0	0.010000
0	12	1	0.990000
0	13	0	0.010000
0	13	1	0.990000
0	14	0	0.800000
0	14	1	0.200000
0	15	0	0.960000
0	15	1	0.040000
0	16	0	0.200000
0	16	1	0.800000

