i	k	etaik
0	0	0.000000
0	1	0.000000
0	2	0.000000
0	3	0.000000
0	4	1.000000
1	0	0.000000
1	1	0.999978
1	2	0.000000
1	3	0.000000
1	4	0.000022
2	0	0.000000
2	1	0.000000
2	2	0.000000
2	3	0.000000
2	4	1.000000
3	0	0.000000
3	1	0.000000
3	2	0.000000
3	3	0.000000
3	4	1.000000
4	0	0.000000
4	1	0.000000
4	2	0.000000
4	3	0.000000
4	4	1.000000
5	0	0.000000
5	1	0.603592
5	2	0.000000
5	3	0.000000
5	4	0.396408
6	0	0.000000
6	1	0.590978
6	2	0.000000
6	3	0.000000
6	4	0.409022
7	0	0.000000
7	1	0.590978
7	2	0.000000
7	3	0.000000
7	4	0.409022
8	0	0.000000
8	1	1.000000
8	2	0.000000
8	3	0.000000
8	4	0.000000
9	0	0.000000
9	1	0.999992
9	2	0.000000
9	3	0.000000
9	4	0.000008
10	0	0.000000
10	1	0.000000
10	2	0.000000
10	3	0.000000
10	4	1.000000
11	0	0.000000
11	1	0.000000
11	2	0.000000
11	3	0.000000
11	4	1.000000
12	0	0.499972
12	1	0.000000
12	2	0.000007
12	3	0.000009
12	4	0.500012
13	0	0.499979
13	1	0.000000
13	2	0.000002
13	3	0.000008
13	4	0.500011
14	0	0.499970
14	1	0.000000
14	2	0.000005
14	3	0.000010
14	4	0.500016
15	0	0.000000
15	1	0.000000
15	2	0.000000
15	3	0.000000
15	4	1.000000
16	0	0.999999
16	1	0.000000
16	2	0.000000
16	3	0.000001
16	4	0.000000
17	0	0.000000
17	1	0.000000
17	2	0.000000
17	3	0.000000
17	4	1.000000
18	0	0.000000
18	1	0.000000
18	2	0.000000
18	3	0.000000
18	4	1.000000
19	0	0.000000
19	1	0.000000
19	2	0.000000
19	3	0.000000
19	4	1.000000
20	0	0.999999
20	1	0.000000
20	2	0.000000
20	3	0.000001
20	4	0.000000
21	0	0.999999
21	1	0.000000
21	2	0.000000
21	3	0.000001
21	4	0.000000
22	0	0.506434
22	1	0.000000
22	2	0.493538
22	3	0.000028
22	4	0.000000
23	0	0.999999
23	1	0.000000
23	2	0.000000
23	3	0.000001
23	4	0.000000
24	0	0.999999
24	1	0.000000
24	2	0.000000
24	3	0.000001
24	4	0.000000
25	0	0.999999
25	1	0.000000
25	2	0.000000
25	3	0.000001
25	4	0.000000
26	0	0.999998
26	1	0.000000
26	2	0.000000
26	3	0.000002
26	4	0.000000
27	0	0.999999
27	1	0.000000
27	2	0.000000
27	3	0.000001
27	4	0.000000
28	0	0.999999
28	1	0.000000
28	2	0.000000
28	3	0.000001
28	4	0.000000
29	0	0.999999
29	1	0.000000
29	2	0.000000
29	3	0.000001
29	4	0.000000
30	0	0.000000
30	1	0.000000
30	2	0.610711
30	3	0.389289
30	4	0.000000
31	0	0.000000
31	1	0.000000
31	2	0.999997
31	3	0.000003
31	4	0.000000
32	0	0.000000
32	1	0.000000
32	2	0.999998
32	3	0.000002
32	4	0.000000
33	0	0.000000
33	1	0.000000
33	2	0.999999
33	3	0.000001
33	4	0.000000
34	0	0.000000
34	1	0.000000
34	2	0.999999
34	3	0.000001
34	4	0.000000
35	0	0.000000
35	1	0.000000
35	2	0.999998
35	3	0.000002
35	4	0.000000
36	0	0.000000
36	1	0.000000
36	2	0.999998
36	3	0.000002
36	4	0.000000
37	0	0.000000
37	1	0.000000
37	2	0.999998
37	3	0.000002
37	4	0.000000
38	0	0.000000
38	1	0.000000
38	2	0.999999
38	3	0.000001
38	4	0.000000
39	0	0.000000
39	1	0.000000
39	2	0.727717
39	3	0.272283
39	4	0.000000
40	0	0.000031
40	1	0.000000
40	2	0.000000
40	3	0.999969
40	4	0.000000
41	0	0.000040
41	1	0.000000
41	2	0.000000
41	3	0.999960
41	4	0.000000
42	0	0.000054
42	1	0.000000
42	2	0.000000
42	3	0.999946
42	4	0.000000
43	0	0.000047
43	1	0.000000
43	2	0.000000
43	3	0.999953
43	4	0.000000
44	0	0.000057
44	1	0.000000
44	2	0.000000
44	3	0.999943
44	4	0.000000
45	0	0.000050
45	1	0.000000
45	2	0.000000
45	3	0.999950
45	4	0.000000
46	0	0.000000
46	1	0.000000
46	2	0.000000
46	3	1.000000
46	4	0.000000
47	0	0.000000
47	1	0.000000
47	2	0.000000
47	3	1.000000
47	4	0.000000
48	0	0.000048
48	1	0.000000
48	2	0.000000
48	3	0.999952
48	4	0.000000
49	0	0.000000
49	1	0.000000
49	2	0.000000
49	3	1.000000
49	4	0.000000

