i	k	etaik
0	0	0.000000
0	1	0.484525
0	2	0.515475
0	3	0.000000
1	0	0.486102
1	1	0.003294
1	2	0.510604
1	3	0.000000
2	0	0.511068
2	1	0.488932
2	2	0.000000
2	3	0.000000
3	0	1.000000
3	1	0.000000
3	2	0.000000
3	3	0.000000
4	0	1.000000
4	1	0.000000
4	2	0.000000
4	3	0.000000
5	0	0.511068
5	1	0.488932
5	2	0.000000
5	3	0.000000
6	0	0.486102
6	1	0.003294
6	2	0.510604
6	3	0.000000
7	0	0.511068
7	1	0.488932
7	2	0.000000
7	3	0.000000
8	0	0.683192
8	1	0.316808
8	2	0.000000
8	3	0.000000
9	0	1.000000
9	1	0.000000
9	2	0.000000
9	3	0.000000
10	0	1.000000
10	1	0.000000
10	2	0.000000
10	3	0.000000
11	0	1.000000
11	1	0.000000
11	2	0.000000
11	3	0.000000
12	0	0.391796
12	1	0.608204
12	2	0.000000
12	3	0.000000
13	0	1.000000
13	1	0.000000
13	2	0.000000
13	3	0.000000
14	0	0.391796
14	1	0.608204
14	2	0.000000
14	3	0.000000
15	0	1.000000
15	1	0.000000
15	2	0.000000
15	3	0.000000
16	0	1.000000
16	1	0.000000
16	2	0.000000
16	3	0.000000
17	0	1.000000
17	1	0.000000
17	2	0.000000
17	3	0.000000
18	0	1.000000
18	1	0.000000
18	2	0.000000
18	3	0.000000
19	0	0.391796
19	1	0.608204
19	2	0.000000
19	3	0.000000
20	0	0.000000
20	1	0.000000
20	2	0.051111
20	3	0.948889
21	0	0.000000
21	1	0.484525
21	2	0.515475
21	3	0.000000
22	0	0.486102
22	1	0.003295
22	2	0.510604
22	3	0.000000
23	0	0.000000
23	1	0.000000
23	2	1.000000
23	3	0.000000
24	0	1.000000
24	1	0.000000
24	2	0.000000
24	3	0.000000
25	0	0.000000
25	1	0.000000
25	2	1.000000
25	3	0.000000
26	0	0.486102
26	1	0.003294
26	2	0.510604
26	3	0.000000
27	0	0.000000
27	1	0.000000
27	2	1.000000
27	3	0.000000
28	0	1.000000
28	1	0.000000
28	2	0.000000
28	3	0.000000
29	0	0.000000
29	1	0.000000
29	2	0.051707
29	3	0.948292

