k	l	m	KLM
0	0	0	0.999997
0	0	1	0.000003
0	1	0	1.000000
0	1	1	0.000000
0	2	0	1.000000
0	2	1	0.000000
0	3	0	0.000000
0	3	1	1.000000
0	4	0	1.000000
0	4	1	0.000000
0	5	0	1.000000
0	5	1	0.000000
0	6	0	0.000001
0	6	1	0.999999
1	0	0	0.000000
1	0	1	1.000000
1	1	0	1.000000
1	1	1	0.000000
1	2	0	1.000000
1	2	1	0.000000
1	3	0	0.000000
1	3	1	1.000000
1	4	0	1.000000
1	4	1	0.000000
1	5	0	1.000000
1	5	1	0.000000
1	6	0	1.000000
1	6	1	0.000000
2	0	0	0.000000
2	0	1	1.000000
2	1	0	0.020040
2	1	1	0.979960
2	2	0	1.000000
2	2	1	0.000000
2	3	0	0.000000
2	3	1	1.000000
2	4	0	1.000000
2	4	1	0.000000
2	5	0	0.020042
2	5	1	0.979958
2	6	0	1.000000
2	6	1	0.000000
3	0	0	1.000000
3	0	1	0.000000
3	1	0	1.000000
3	1	1	0.000000
3	2	0	1.000000
3	2	1	0.000000
3	3	0	0.000001
3	3	1	0.999999
3	4	0	1.000000
3	4	1	0.000000
3	5	0	1.000000
3	5	1	0.000000
3	6	0	0.000000
3	6	1	1.000000
4	0	0	0.999998
4	0	1	0.000002
4	1	0	1.000000
4	1	1	0.000000
4	2	0	0.915112
4	2	1	0.084888
4	3	0	1.000000
4	3	1	0.000000
4	4	0	0.915112
4	4	1	0.084888
4	5	0	1.000000
4	5	1	0.000000
4	6	0	0.000000
4	6	1	1.000000

