i	k	etaik
0	0	0.000000
0	1	1.000000
0	2	0.000000
0	3	0.000000
1	0	0.000000
1	1	1.000000
1	2	0.000000
1	3	0.000000
2	0	0.000000
2	1	0.500000
2	2	0.500000
2	3	0.000000
3	0	0.000000
3	1	1.000000
3	2	0.000000
3	3	0.000000
4	0	0.000000
4	1	0.500000
4	2	0.500000
4	3	0.000000
5	0	0.000000
5	1	1.000000
5	2	0.000000
5	3	0.000000
6	0	0.000000
6	1	0.500000
6	2	0.500000
6	3	0.000000
7	0	0.500048
7	1	0.000000
7	2	0.499952
7	3	0.000000
8	0	0.000000
8	1	0.500000
8	2	0.500000
8	3	0.000000
9	0	0.000000
9	1	0.000000
9	2	1.000000
9	3	0.000000
10	0	0.000000
10	1	0.000000
10	2	0.564719
10	3	0.435281
11	0	0.496604
11	1	0.493178
11	2	0.010148
11	3	0.000070
12	0	0.000000
12	1	0.000000
12	2	0.364714
12	3	0.635286
13	0	0.364668
13	1	0.000000
13	2	0.000000
13	3	0.635332
14	0	0.000000
14	1	0.000000
14	2	0.564719
14	3	0.435281
15	0	0.000000
15	1	0.000000
15	2	0.000000
15	3	1.000000
16	0	0.500048
16	1	0.000000
16	2	0.499952
16	3	0.000000
17	0	0.000000
17	1	0.000000
17	2	0.564719
17	3	0.435281
18	0	0.564722
18	1	0.000000
18	2	0.000000
18	3	0.435278
19	0	0.500048
19	1	0.000000
19	2	0.499952
19	3	0.000000
20	0	1.000000
20	1	0.000000
20	2	0.000000
20	3	0.000000
21	0	0.500048
21	1	0.000000
21	2	0.499952
21	3	0.000000
22	0	0.500048
22	1	0.000000
22	2	0.499952
22	3	0.000000
23	0	1.000000
23	1	0.000000
23	2	0.000000
23	3	0.000000
24	0	0.500048
24	1	0.000000
24	2	0.499952
24	3	0.000000
25	0	0.500048
25	1	0.000000
25	2	0.499952
25	3	0.000000
26	0	0.500048
26	1	0.000000
26	2	0.499952
26	3	0.000000
27	0	1.000000
27	1	0.000000
27	2	0.000000
27	3	0.000000
28	0	1.000000
28	1	0.000000
28	2	0.000000
28	3	0.000000
29	0	0.500048
29	1	0.000000
29	2	0.499952
29	3	0.000000

