i	k	etaik
0	0	0.491613
0	1	0.508387
0	2	0.000000
1	0	0.000000
1	1	1.000000
1	2	0.000000
2	0	1.000000
2	1	0.000000
2	2	0.000000
3	0	0.000000
3	1	1.000000
3	2	0.000000
4	0	1.000000
4	1	0.000000
4	2	0.000000
5	0	1.000000
5	1	0.000000
5	2	0.000000
6	0	1.000000
6	1	0.000000
6	2	0.000000
7	0	0.491613
7	1	0.508387
7	2	0.000000
8	0	0.491613
8	1	0.508387
8	2	0.000000
9	0	0.000000
9	1	1.000000
9	2	0.000000
10	0	0.540608
10	1	0.000000
10	2	0.459392
11	0	0.507525
11	1	0.492475
11	2	0.000000
12	0	1.000000
12	1	0.000000
12	2	0.000000
13	0	0.540468
13	1	0.000000
13	2	0.459532
14	0	0.507525
14	1	0.492475
14	2	0.000000
15	0	0.000000
15	1	1.000000
15	2	0.000000
16	0	0.000000
16	1	0.396354
16	2	0.603646
17	0	1.000000
17	1	0.000000
17	2	0.000000
18	0	1.000000
18	1	0.000000
18	2	0.000000
19	0	0.616647
19	1	0.383353
19	2	0.000000
20	0	1.000000
20	1	0.000000
20	2	0.000000
21	0	1.000000
21	1	0.000000
21	2	0.000000
22	0	1.000000
22	1	0.000000
22	2	0.000000
23	0	1.000000
23	1	0.000000
23	2	0.000000
24	0	1.000000
24	1	0.000000
24	2	0.000000
25	0	1.000000
25	1	0.000000
25	2	0.000000
26	0	1.000000
26	1	0.000000
26	2	0.000000
27	0	1.000000
27	1	0.000000
27	2	0.000000
28	0	1.000000
28	1	0.000000
28	2	0.000000
29	0	1.000000
29	1	0.000000
29	2	0.000000

