k	l	m	KLM
0	0	0	1.000000
0	0	1	0.000000
0	1	0	0.000000
0	1	1	1.000000
0	2	0	0.000000
0	2	1	1.000000
0	3	0	0.000000
0	3	1	1.000000
0	4	0	0.027933
0	4	1	0.972067
0	5	0	1.000000
0	5	1	0.000000
0	6	0	0.641764
0	6	1	0.358236
0	7	0	1.000000
0	7	1	0.000000
0	8	0	1.000000
0	8	1	0.000000
0	9	0	0.000000
0	9	1	1.000000
1	0	0	1.000000
1	0	1	0.000000
1	1	0	0.000000
1	1	1	1.000000
1	2	0	1.000000
1	2	1	0.000000
1	3	0	1.000000
1	3	1	0.000000
1	4	0	0.000000
1	4	1	1.000000
1	5	0	0.625241
1	5	1	0.374759
1	6	0	1.000000
1	6	1	0.000000
1	7	0	0.000000
1	7	1	1.000000
1	8	0	0.751993
1	8	1	0.248007
1	9	0	1.000000
1	9	1	0.000000
2	0	0	0.000001
2	0	1	0.999999
2	1	0	0.000000
2	1	1	1.000000
2	2	0	0.000000
2	2	1	1.000000
2	3	0	0.088753
2	3	1	0.911247
2	4	0	0.000000
2	4	1	1.000000
2	5	0	1.000000
2	5	1	0.000000
2	6	0	0.097568
2	6	1	0.902432
2	7	0	0.911247
2	7	1	0.088753
2	8	0	1.000000
2	8	1	0.000000
2	9	0	0.088753
2	9	1	0.911247
3	0	0	1.000000
3	0	1	0.000000
3	1	0	1.000000
3	1	1	0.000000
3	2	0	0.000000
3	2	1	1.000000
3	3	0	1.000000
3	3	1	0.000000
3	4	0	0.000000
3	4	1	1.000000
3	5	0	1.000000
3	5	1	0.000000
3	6	0	1.000000
3	6	1	0.000000
3	7	0	0.000000
3	7	1	1.000000
3	8	0	1.000000
3	8	1	0.000000
3	9	0	1.000000
3	9	1	0.000000
4	0	0	1.000000
4	0	1	0.000000
4	1	0	0.000000
4	1	1	1.000000
4	2	0	0.000000
4	2	1	1.000000
4	3	0	1.000000
4	3	1	0.000000
4	4	0	0.000000
4	4	1	1.000000
4	5	0	1.000000
4	5	1	0.000000
4	6	0	1.000000
4	6	1	0.000000
4	7	0	0.000000
4	7	1	1.000000
4	8	0	1.000000
4	8	1	0.000000
4	9	0	1.000000
4	9	1	0.000000
5	0	0	1.000000
5	0	1	0.000000
5	1	0	0.000000
5	1	1	1.000000
5	2	0	0.000000
5	2	1	1.000000
5	3	0	0.531107
5	3	1	0.468893
5	4	0	0.000000
5	4	1	1.000000
5	5	0	1.000000
5	5	1	0.000000
5	6	0	0.470988
5	6	1	0.529012
5	7	0	0.468893
5	7	1	0.531107
5	8	0	1.000000
5	8	1	0.000000
5	9	0	0.531106
5	9	1	0.468894

