k	l	m	KLM
0	0	0	1.000000
0	0	1	0.000000
0	1	0	0.805361
0	1	1	0.194639
0	2	0	0.000000
0	2	1	1.000000
0	3	0	0.000000
0	3	1	1.000000
0	4	0	1.000000
0	4	1	0.000000
0	5	0	0.343809
0	5	1	0.656191
0	6	0	1.000000
0	6	1	0.000000
0	7	0	0.166367
0	7	1	0.833633
0	8	0	0.863748
0	8	1	0.136252
0	9	0	0.000000
0	9	1	1.000000
0	10	0	1.000000
0	10	1	0.000000
0	11	0	1.000000
0	11	1	0.000000
0	12	0	0.833633
0	12	1	0.166367
0	13	0	0.805361
0	13	1	0.194639
0	14	0	1.000000
0	14	1	0.000000
0	15	0	0.000000
0	15	1	1.000000
0	16	0	0.000000
0	16	1	1.000000
0	17	0	1.000000
0	17	1	0.000000
0	18	0	0.000000
0	18	1	1.000000
0	19	0	0.000000
0	19	1	1.000000
0	20	0	0.527234
0	20	1	0.472766
0	21	0	0.000000
0	21	1	1.000000
0	22	0	0.000000
0	22	1	1.000000
0	23	0	0.000000
0	23	1	1.000000
0	24	0	0.000000
0	24	1	1.000000
0	25	0	0.000000
0	25	1	1.000000
0	26	0	0.000000
0	26	1	1.000000
0	27	0	0.550117
0	27	1	0.449883
0	28	0	0.000000
0	28	1	1.000000
0	29	0	0.972224
0	29	1	0.027776
0	30	0	1.000000
0	30	1	0.000000
0	31	0	1.000000
0	31	1	0.000000
0	32	0	0.000000
0	32	1	1.000000
0	33	0	0.000000
0	33	1	1.000000
0	34	0	0.136252
0	34	1	0.863748
0	35	0	0.000000
0	35	1	1.000000
0	36	0	0.916283
0	36	1	0.083717
0	37	0	0.000000
0	37	1	1.000000
0	38	0	1.000000
0	38	1	0.000000
1	0	0	0.564812
1	0	1	0.435188
1	1	0	1.000000
1	1	1	0.000000
1	2	0	0.267424
1	2	1	0.732576
1	3	0	0.124763
1	3	1	0.875237
1	4	0	1.000000
1	4	1	0.000000
1	5	0	0.000000
1	5	1	1.000000
1	6	0	1.000000
1	6	1	0.000000
1	7	0	0.000000
1	7	1	1.000000
1	8	0	1.000000
1	8	1	0.000000
1	9	0	0.000000
1	9	1	1.000000
1	10	0	1.000000
1	10	1	0.000000
1	11	0	1.000000
1	11	1	0.000000
1	12	0	1.000000
1	12	1	0.000000
1	13	0	1.000000
1	13	1	0.000000
1	14	0	1.000000
1	14	1	0.000000
1	15	0	0.000000
1	15	1	1.000000
1	16	0	0.000000
1	16	1	1.000000
1	17	0	1.000000
1	17	1	0.000000
1	18	0	0.000000
1	18	1	1.000000
1	19	0	0.000000
1	19	1	1.000000
1	20	0	1.000000
1	20	1	0.000000
1	21	0	0.000000
1	21	1	1.000000
1	22	0	0.000000
1	22	1	1.000000
1	23	0	0.000000
1	23	1	1.000000
1	24	0	0.000000
1	24	1	1.000000
1	25	0	0.000000
1	25	1	1.000000
1	26	0	0.000000
1	26	1	1.000000
1	27	0	0.000000
1	27	1	1.000000
1	28	0	0.000000
1	28	1	1.000000
1	29	0	1.000000
1	29	1	0.000000
1	30	0	1.000000
1	30	1	0.000000
1	31	0	1.000000
1	31	1	0.000000
1	32	0	0.000000
1	32	1	1.000000
1	33	0	0.032468
1	33	1	0.967532
1	34	0	0.000000
1	34	1	1.000000
1	35	0	0.000000
1	35	1	1.000000
1	36	0	1.000000
1	36	1	0.000000
1	37	0	0.000000
1	37	1	1.000000
1	38	0	1.000000
1	38	1	0.000000
2	0	0	1.000000
2	0	1	0.000000
2	1	0	1.000000
2	1	1	0.000000
2	2	0	0.000000
2	2	1	1.000000
2	3	0	0.000000
2	3	1	1.000000
2	4	0	1.000000
2	4	1	0.000000
2	5	0	0.000000
2	5	1	1.000000
2	6	0	1.000000
2	6	1	0.000000
2	7	0	0.000000
2	7	1	1.000000
2	8	0	1.000000
2	8	1	0.000000
2	9	0	0.017628
2	9	1	0.982372
2	10	0	1.000000
2	10	1	0.000000
2	11	0	1.000000
2	11	1	0.000000
2	12	0	1.000000
2	12	1	0.000000
2	13	0	1.000000
2	13	1	0.000000
2	14	0	1.000000
2	14	1	0.000000
2	15	0	0.000000
2	15	1	1.000000
2	16	0	0.035307
2	16	1	0.964693
2	17	0	0.964693
2	17	1	0.035307
2	18	0	0.000000
2	18	1	1.000000
2	19	0	0.000000
2	19	1	1.000000
2	20	0	1.000000
2	20	1	0.000000
2	21	0	1.000000
2	21	1	0.000000
2	22	0	0.000000
2	22	1	1.000000
2	23	0	0.000000
2	23	1	1.000000
2	24	0	0.213213
2	24	1	0.786787
2	25	0	0.153014
2	25	1	0.846986
2	26	0	0.000000
2	26	1	1.000000
2	27	0	0.000000
2	27	1	1.000000
2	28	0	1.000000
2	28	1	0.000000
2	29	0	1.000000
2	29	1	0.000000
2	30	0	0.000000
2	30	1	1.000000
2	31	0	0.786787
2	31	1	0.213213
2	32	0	0.000000
2	32	1	1.000000
2	33	0	0.000000
2	33	1	1.000000
2	34	0	0.000000
2	34	1	1.000000
2	35	0	1.000000
2	35	1	0.000000
2	36	0	1.000000
2	36	1	0.000000
2	37	0	1.000000
2	37	1	0.000000
2	38	0	1.000000
2	38	1	0.000000
3	0	0	1.000000
3	0	1	0.000000
3	1	0	1.000000
3	1	1	0.000000
3	2	0	0.000000
3	2	1	1.000000
3	3	0	0.000000
3	3	1	1.000000
3	4	0	0.000000
3	4	1	1.000000
3	5	0	0.000000
3	5	1	1.000000
3	6	0	0.446556
3	6	1	0.553444
3	7	0	0.000000
3	7	1	1.000000
3	8	0	1.000000
3	8	1	0.000000
3	9	0	0.000000
3	9	1	1.000000
3	10	0	0.973688
3	10	1	0.026312
3	11	0	0.000000
3	11	1	1.000000
3	12	0	1.000000
3	12	1	0.000000
3	13	0	1.000000
3	13	1	0.000000
3	14	0	0.000000
3	14	1	1.000000
3	15	0	1.000000
3	15	1	0.000000
3	16	0	0.000000
3	16	1	1.000000
3	17	0	1.000000
3	17	1	0.000000
3	18	0	1.000000
3	18	1	0.000000
3	19	0	1.000000
3	19	1	0.000000
3	20	0	1.000000
3	20	1	0.000000
3	21	0	0.000000
3	21	1	1.000000
3	22	0	0.065138
3	22	1	0.934862
3	23	0	1.000000
3	23	1	0.000000
3	24	0	0.000000
3	24	1	1.000000
3	25	0	0.000000
3	25	1	1.000000
3	26	0	1.000000
3	26	1	0.000000
3	27	0	0.000000
3	27	1	1.000000
3	28	0	1.000000
3	28	1	0.000000
3	29	0	1.000000
3	29	1	0.000000
3	30	0	1.000000
3	30	1	0.000000
3	31	0	1.000000
3	31	1	0.000000
3	32	0	1.000000
3	32	1	0.000000
3	33	0	0.000000
3	33	1	1.000000
3	34	0	0.000000
3	34	1	1.000000
3	35	0	0.000000
3	35	1	1.000000
3	36	0	1.000000
3	36	1	0.000000
3	37	0	0.000000
3	37	1	1.000000
3	38	0	0.000000
3	38	1	1.000000

