i	k	etaik
0	0	0.000000
0	1	0.488668
0	2	0.016800
0	3	0.494532
1	0	0.000000
1	1	0.000000
1	2	0.000000
1	3	1.000000
2	0	0.000000
2	1	0.000000
2	2	0.500011
2	3	0.499989
3	0	0.000000
3	1	0.000000
3	2	0.500009
3	3	0.499991
4	0	0.000000
4	1	0.500021
4	2	0.499979
4	3	0.000000
5	0	0.000000
5	1	0.000000
5	2	0.000000
5	3	1.000000
6	0	0.000000
6	1	0.000000
6	2	0.000000
6	3	1.000000
7	0	0.000000
7	1	0.000000
7	2	0.500004
7	3	0.499996
8	0	0.000001
8	1	0.493542
8	2	0.009350
8	3	0.497108
9	0	0.000000
9	1	0.491510
9	2	0.012446
9	3	0.496044
10	0	0.609423
10	1	0.000000
10	2	0.390577
10	3	0.000000
11	0	0.000000
11	1	0.000000
11	2	1.000000
11	3	0.000000
12	0	0.000000
12	1	0.000000
12	2	1.000000
12	3	0.000000
13	0	0.000000
13	1	0.000000
13	2	1.000000
13	3	0.000000
14	0	0.000000
14	1	0.000000
14	2	1.000000
14	3	0.000000
15	0	0.000000
15	1	0.000000
15	2	1.000000
15	3	0.000000
16	0	0.000000
16	1	0.000000
16	2	1.000000
16	3	0.000000
17	0	0.000000
17	1	0.000000
17	2	1.000000
17	3	0.000000
18	0	0.000000
18	1	0.000000
18	2	1.000000
18	3	0.000000
19	0	0.000000
19	1	0.000000
19	2	1.000000
19	3	0.000000
20	0	1.000000
20	1	0.000000
20	2	0.000000
20	3	0.000000
21	0	0.999993
21	1	0.000000
21	2	0.000007
21	3	0.000000
22	0	1.000000
22	1	0.000000
22	2	0.000000
22	3	0.000000
23	0	1.000000
23	1	0.000000
23	2	0.000000
23	3	0.000000
24	0	0.999996
24	1	0.000000
24	2	0.000004
24	3	0.000000
25	0	0.999994
25	1	0.000000
25	2	0.000006
25	3	0.000000
26	0	1.000000
26	1	0.000000
26	2	0.000000
26	3	0.000000
27	0	1.000000
27	1	0.000000
27	2	0.000000
27	3	0.000000
28	0	0.999995
28	1	0.000000
28	2	0.000005
28	3	0.000000
29	0	0.624218
29	1	0.000001
29	2	0.188350
29	3	0.187431

