k	l	m	KLM
0	0	0	0.990000
0	0	1	0.010000
0	1	0	0.980000
0	1	1	0.020000
0	2	0	0.045000
0	2	1	0.955000
0	3	0	0.970000
0	3	1	0.030000
0	4	0	0.010000
0	4	1	0.990000
0	5	0	0.930000
0	5	1	0.070000
0	6	0	0.255000
0	6	1	0.745000
0	7	0	0.745000
0	7	1	0.255000
0	8	0	0.505000
0	8	1	0.495000
0	9	0	0.990000
0	9	1	0.010000
0	10	0	0.995000
0	10	1	0.005000
0	11	0	0.030000
0	11	1	0.970000
0	12	0	0.920000
0	12	1	0.080000
0	13	0	0.815000
0	13	1	0.185000
0	14	0	0.185000
0	14	1	0.815000
0	15	0	0.875000
0	15	1	0.125000
0	16	0	0.255000
0	16	1	0.745000
0	17	0	0.255000
0	17	1	0.745000

