k	l	m	KLM
0	0	0	0.005000
0	0	1	0.995000
0	1	0	0.050000
0	1	1	0.950000
0	2	0	0.625000
0	2	1	0.375000
0	3	0	0.920000
0	3	1	0.080000
0	4	0	0.095000
0	4	1	0.905000
0	5	0	0.005000
0	5	1	0.995000
0	6	0	0.710000
0	6	1	0.290000
0	7	0	0.990000
0	7	1	0.010000
0	8	0	0.710000
0	8	1	0.290000
0	9	0	0.760000
0	9	1	0.240000
0	10	0	0.045000
0	10	1	0.955000
0	11	0	0.985000
0	11	1	0.015000
0	12	0	0.005000
0	12	1	0.995000
0	13	0	0.010000
0	13	1	0.990000
0	14	0	0.085000
0	14	1	0.915000
0	15	0	0.135000
0	15	1	0.865000
0	16	0	0.990000
0	16	1	0.010000
0	17	0	0.375000
0	17	1	0.625000
0	18	0	0.625000
0	18	1	0.375000
0	19	0	0.875000
0	19	1	0.125000
0	20	0	0.895000
0	20	1	0.105000

