i	k	etaik
0	0	0.000000
0	1	0.608116
0	2	0.391884
0	3	0.000000
1	0	0.000000
1	1	0.000000
1	2	0.490507
1	3	0.509493
2	0	0.448583
2	1	0.551417
2	2	0.000000
2	3	0.000000
3	0	0.506694
3	1	0.000000
3	2	0.000000
3	3	0.493306
4	0	0.705025
4	1	0.000000
4	2	0.294975
4	3	0.000000
5	0	0.000000
5	1	0.483658
5	2	0.516342
5	3	0.000000
6	0	0.512480
6	1	0.000000
6	2	0.000000
6	3	0.487520
7	0	0.506694
7	1	0.000000
7	2	0.000000
7	3	0.493306
8	0	0.000000
8	1	1.000000
8	2	0.000000
8	3	0.000000
9	0	0.000000
9	1	0.608116
9	2	0.391884
9	3	0.000000
10	0	0.000000
10	1	0.000000
10	2	1.000000
10	3	0.000000
11	0	0.000000
11	1	0.000000
11	2	0.000000
11	3	1.000000
12	0	0.000000
12	1	0.000000
12	2	0.529694
12	3	0.470306
13	0	0.000000
13	1	0.000000
13	2	0.584215
13	3	0.415785
14	0	0.000000
14	1	0.000000
14	2	1.000000
14	3	0.000000
15	0	0.000000
15	1	0.000000
15	2	1.000000
15	3	0.000000
16	0	0.000000
16	1	0.499256
16	2	0.500744
16	3	0.000000
17	0	0.000000
17	1	0.000000
17	2	0.529694
17	3	0.470306
18	0	0.000003
18	1	0.000000
18	2	0.999997
18	3	0.000000
19	0	0.000000
19	1	0.000000
19	2	1.000000
19	3	0.000000
20	0	0.000000
20	1	0.000000
20	2	1.000000
20	3	0.000000
21	0	0.000000
21	1	0.000000
21	2	1.000000
21	3	0.000000
22	0	0.000000
22	1	0.000000
22	2	0.490507
22	3	0.509493
23	0	0.000000
23	1	0.000000
23	2	1.000000
23	3	0.000000
24	0	0.000000
24	1	0.000000
24	2	1.000000
24	3	0.000000
25	0	0.000000
25	1	0.000000
25	2	1.000000
25	3	0.000000
26	0	0.000000
26	1	0.000000
26	2	1.000000
26	3	0.000000
27	0	0.000000
27	1	0.000000
27	2	1.000000
27	3	0.000000
28	0	0.000000
28	1	0.000000
28	2	1.000000
28	3	0.000000
29	0	0.000000
29	1	0.000000
29	2	1.000000
29	3	0.000000
30	0	0.000000
30	1	0.000000
30	2	0.551259
30	3	0.448741
31	0	0.000000
31	1	0.000000
31	2	0.449712
31	3	0.550288
32	0	0.000000
32	1	0.000000
32	2	1.000000
32	3	0.000000
33	0	0.000000
33	1	0.000000
33	2	1.000000
33	3	0.000000
34	0	0.000000
34	1	0.000000
34	2	1.000000
34	3	0.000000
35	0	0.000004
35	1	0.000000
35	2	0.999996
35	3	0.000000
36	0	0.000000
36	1	0.000000
36	2	0.551259
36	3	0.448741
37	0	0.000000
37	1	0.000000
37	2	0.511155
37	3	0.488845
38	0	0.000000
38	1	0.000000
38	2	0.449712
38	3	0.550288
39	0	0.000000
39	1	0.000000
39	2	1.000000
39	3	0.000000
40	0	0.911266
40	1	0.000000
40	2	0.088734
40	3	0.000000
41	0	0.000000
41	1	0.000000
41	2	1.000000
41	3	0.000000
42	0	0.000000
42	1	0.000000
42	2	1.000000
42	3	0.000000
43	0	0.000000
43	1	0.000000
43	2	0.529694
43	3	0.470306
44	0	0.000002
44	1	0.000000
44	2	0.999998
44	3	0.000000
45	0	0.000003
