i	k	etaik
0	0	1.000000
0	1	0.000000
0	2	0.000000
0	3	0.000000
1	0	1.000000
1	1	0.000000
1	2	0.000000
1	3	0.000000
2	0	1.000000
2	1	0.000000
2	2	0.000000
2	3	0.000000
3	0	1.000000
3	1	0.000000
3	2	0.000000
3	3	0.000000
4	0	1.000000
4	1	0.000000
4	2	0.000000
4	3	0.000000
5	0	1.000000
5	1	0.000000
5	2	0.000000
5	3	0.000000
6	0	1.000000
6	1	0.000000
6	2	0.000000
6	3	0.000000
7	0	1.000000
7	1	0.000000
7	2	0.000000
7	3	0.000000
8	0	1.000000
8	1	0.000000
8	2	0.000000
8	3	0.000000
9	0	1.000000
9	1	0.000000
9	2	0.000000
9	3	0.000000
10	0	0.000000
10	1	0.000000
10	2	1.000000
10	3	0.000000
11	0	0.000000
11	1	0.453982
11	2	0.546018
11	3	0.000000
12	0	0.497529
12	1	0.000000
12	2	0.502471
12	3	0.000000
13	0	0.000000
13	1	0.000000
13	2	1.000000
13	3	0.000000
14	0	0.000000
14	1	0.000000
14	2	1.000000
14	3	0.000000
15	0	0.000000
15	1	0.000000
15	2	1.000000
15	3	0.000000
16	0	0.000000
16	1	0.453982
16	2	0.546018
16	3	0.000000
17	0	0.000000
17	1	0.453982
17	2	0.546018
17	3	0.000000
18	0	0.000000
18	1	0.000000
18	2	1.000000
18	3	0.000000
19	0	0.497529
19	1	0.000000
19	2	0.502471
19	3	0.000000
20	0	1.000000
20	1	0.000000
20	2	0.000000
20	3	0.000000
21	0	1.000000
21	1	0.000000
21	2	0.000000
21	3	0.000000
22	0	0.000000
22	1	0.453982
22	2	0.546018
22	3	0.000000
23	0	0.516165
23	1	0.483835
23	2	0.000000
23	3	0.000000
24	0	0.497529
24	1	0.000000
24	2	0.502471
24	3	0.000000
25	0	0.516165
25	1	0.483835
25	2	0.000000
25	3	0.000000
26	0	0.497529
26	1	0.000000
26	2	0.502471
26	3	0.000000
27	0	0.000000
27	1	1.000000
27	2	0.000000
27	3	0.000000
28	0	0.516165
28	1	0.483835
28	2	0.000000
28	3	0.000000
29	0	0.516165
29	1	0.483835
29	2	0.000000
29	3	0.000000
30	0	0.559359
30	1	0.440641
30	2	0.000000
30	3	0.000000
31	0	1.000000
31	1	0.000000
31	2	0.000000
31	3	0.000000
32	0	0.585663
32	1	0.098555
32	2	0.315782
32	3	0.000000
33	0	0.000000
33	1	0.508893
33	2	0.000104
33	3	0.491002
34	0	0.516165
34	1	0.483835
34	2	0.000000
34	3	0.000000
35	0	0.520284
35	1	0.000008
35	2	0.000332
35	3	0.479376
36	0	0.520284
36	1	0.000008
36	2	0.000332
36	3	0.479376
37	0	0.000000
37	1	0.014052
37	2	0.168264
37	3	0.817684
38	0	0.520284
38	1	0.000008
38	2	0.000332
38	3	0.479376
39	0	0.516165
39	1	0.483835
39	2	0.000000
39	3	0.000000
40	0	0.000000
40	1	1.000000
40	2	0.000000
40	3	0.000000
41	0	0.000000
41	1	0.568742
41	2	0.431258
41	3	0.000000
42	0	0.000000
42	1	1.000000
