k	l	m	KLM
0	0	0	1.000000
0	0	1	0.000000
0	1	0	1.000000
0	1	1	0.000000
0	2	0	1.000000
0	2	1	0.000000
0	3	0	0.000000
0	3	1	1.000000
0	4	0	1.000000
0	4	1	0.000000
0	5	0	0.077782
0	5	1	0.922218
0	6	0	0.000000
0	6	1	1.000000
0	7	0	0.000000
0	7	1	1.000000
0	8	0	0.000000
0	8	1	1.000000
0	9	0	0.000000
0	9	1	1.000000
0	10	0	0.000000
0	10	1	1.000000
0	11	0	1.000000
0	11	1	0.000000
0	12	0	0.000000
0	12	1	1.000000
0	13	0	1.000000
0	13	1	0.000000
0	14	0	0.986785
0	14	1	0.013215
0	15	0	0.000000
0	15	1	0.986584
0	15	2	0.013416
0	16	0	0.170213
0	16	1	0.829787
0	17	0	1.000000
0	17	1	0.000000
0	18	0	0.000000
0	18	1	1.000000
0	19	0	1.000000
0	19	1	0.000000
0	20	0	1.000000
0	20	1	0.000000
0	21	0	1.000000
0	21	1	0.000000
0	22	0	0.000000
0	22	1	1.000000
0	23	0	0.986785
0	23	1	0.013215
0	24	0	1.000000
0	24	1	0.000000
0	25	0	0.078221
0	25	1	0.921779
0	26	0	0.000000
0	26	1	1.000000
0	27	0	0.000000
0	27	1	1.000000
0	28	0	0.118718
0	28	1	0.881282
0	29	0	1.000000
0	29	1	0.000000
0	30	0	1.000000
0	30	1	0.000000
0	31	0	1.000000
0	31	1	0.000000
0	32	0	0.000000
0	32	1	1.000000
0	33	0	1.000000
0	33	1	0.000000
0	34	0	0.829787
0	34	1	0.170213
0	35	0	1.000000
0	35	1	0.000000
0	36	0	0.729655
0	36	1	0.270345
0	37	0	1.000000
0	37	1	0.000000
0	38	0	0.000000
0	38	1	1.000000
0	39	0	0.000000
0	39	1	1.000000
0	40	0	0.039710
0	40	1	0.960290
0	41	0	1.000000
0	41	1	0.000000
1	0	0	1.000000
1	0	1	0.000000
1	1	0	1.000000
1	1	1	0.000000
1	2	0	1.000000
1	2	1	0.000000
1	3	0	0.058237
1	3	1	0.941763
1	4	0	1.000000
1	4	1	0.000000
1	5	0	0.000000
1	5	1	1.000000
1	6	0	1.000000
1	6	1	0.000000
1	7	0	0.090081
1	7	1	0.909919
1	8	0	0.000000
1	8	1	1.000000
1	9	0	0.029252
1	9	1	0.970748
1	10	0	0.000000
1	10	1	1.000000
1	11	0	1.000000
1	11	1	0.000000
1	12	0	0.000000
1	12	1	1.000000
1	13	0	1.000000
1	13	1	0.000000
1	14	0	1.000000
1	14	1	0.000000
1	15	0	0.000000
1	15	1	1.000000
1	15	2	0.000000
1	16	0	0.000000
1	16	1	1.000000
1	17	0	0.000000
1	17	1	1.000000
1	18	0	0.247650
1	18	1	0.752350
1	19	0	0.000000
1	19	1	1.000000
1	20	0	1.000000
1	20	1	0.000000
1	21	0	0.000418
1	21	1	0.999582
1	22	0	0.000000
1	22	1	1.000000
1	23	0	1.000000
1	23	1	0.000000
1	24	0	0.659968
1	24	1	0.340032
1	25	0	0.000000
1	25	1	1.000000
1	26	0	0.340032
1	26	1	0.659968
1	27	0	1.000000
1	27	1	0.000000
1	28	0	0.000000
1	28	1	1.000000
1	29	0	0.000000
1	29	1	1.000000
1	30	0	1.000000
1	30	1	0.000000
1	31	0	1.000000
1	31	1	0.000000
1	32	0	0.000000
1	32	1	1.000000
1	33	0	1.000000
1	33	1	0.000000
1	34	0	1.000000
1	34	1	0.000000
1	35	0	0.000000
1	35	1	1.000000
1	36	0	1.000000
1	36	1	0.000000
1	37	0	0.000000
1	37	1	1.000000
1	38	0	0.000000
1	38	1	1.000000
1	39	0	0.000000
1	39	1	1.000000
1	40	0	0.000000
1	40	1	1.000000
1	41	0	0.970982
1	41	1	0.029018
2	0	0	0.715629
2	0	1	0.284371
2	1	0	0.970520
2	1	1	0.029480
2	2	0	0.985276
2	2	1	0.014724
2	3	0	0.000000
2	3	1	1.000000
2	4	0	1.000000
2	4	1	0.000000
2	5	0	0.000000
2	5	1	1.000000
2	6	0	1.000000
2	6	1	0.000000
2	7	0	0.000000
2	7	1	1.000000
2	8	0	0.000000
2	8	1	1.000000
2	9	0	0.000000
2	9	1	1.000000
2	10	0	0.268111
2	10	1	0.731889
2	11	0	0.910789
2	11	1	0.089211
2	12	0	0.000000
2	12	1	1.000000
2	13	0	1.000000
2	13	1	0.000000
2	14	0	1.000000
2	14	1	0.000000
2	15	0	0.284154
2	15	1	0.715846
2	15	2	0.000000
2	16	0	0.000000
2	16	1	1.000000
2	17	0	0.000000
2	17	1	1.000000
2	18	0	0.000000
2	18	1	1.000000
2	19	0	0.000000
2	19	1	1.000000
2	20	0	0.940190
2	20	1	0.059810
2	21	0	1.000000
2	21	1	0.000000
2	22	0	0.000000
2	22	1	1.000000
2	23	0	1.000000
2	23	1	0.000000
2	24	0	1.000000
2	24	1	0.000000
2	25	0	0.000000
2	25	1	1.000000
2	26	0	0.000000
2	26	1	1.000000
2	27	0	1.000000
2	27	1	0.000000
2	28	0	0.000000
2	28	1	1.000000
2	29	0	0.000000
2	29	1	1.000000
2	30	0	1.000000
2	30	1	0.000000
2	31	0	0.985288
2	31	1	0.014712
2	32	0	0.000000
2	32	1	1.000000
2	33	0	1.000000
2	33	1	0.000000
2	34	0	1.000000
2	34	1	0.000000
2	35	0	0.000000
2	35	1	1.000000
2	36	0	1.000000
2	36	1	0.000000
2	37	0	0.000000
2	37	1	1.000000
2	38	0	0.659703
2	38	1	0.340297
2	39	0	0.000000
2	39	1	1.000000
2	40	0	0.000000
2	40	1	1.000000
2	41	0	1.000000
2	41	1	0.000000
3	0	0	1.000000
3	0	1	0.000000
3	1	0	1.000000
3	1	1	0.000000
3	2	0	1.000000
3	2	1	0.000000
3	3	0	0.000000
3	3	1	1.000000
3	4	0	1.000000
3	4	1	0.000000
3	5	0	0.000000
3	5	1	1.000000
3	6	0	1.000000
3	6	1	0.000000
3	7	0	0.000000
3	7	1	1.000000
3	8	0	0.617880
3	8	1	0.382120
3	9	0	0.000000
3	9	1	1.000000
3	10	0	0.000000
3	10	1	1.000000
3	11	0	1.000000
3	11	1	0.000000
3	12	0	0.060712
3	12	1	0.939288
3	13	0	0.696109
3	13	1	0.303891
3	14	0	1.000000
3	14	1	0.000000
3	15	0	0.000000
3	15	1	1.000000
3	15	2	0.000000
3	16	0	0.000000
3	16	1	1.000000
3	17	0	0.000000
3	17	1	1.000000
3	18	0	0.000000
3	18	1	1.000000
3	19	0	0.000000
3	19	1	1.000000
3	20	0	1.000000
3	20	1	0.000000
3	21	0	1.000000
3	21	1	0.000000
3	22	0	0.000000
3	22	1	1.000000
3	23	0	1.000000
3	23	1	0.000000
3	24	0	1.000000
3	24	1	0.000000
3	25	0	0.000000
3	25	1	1.000000
3	26	0	0.000000
3	26	1	1.000000
3	27	0	1.000000
3	27	1	0.000000
3	28	0	0.000000
3	28	1	1.000000
3	29	0	0.000000
3	29	1	1.000000
3	30	0	1.000000
3	30	1	0.000000
3	31	0	1.000000
3	31	1	0.000000
3	32	0	0.153295
3	32	1	0.846705
3	33	0	0.696109
3	33	1	0.303891
3	34	0	1.000000
3	34	1	0.000000
3	35	0	0.000000
3	35	1	1.000000
3	36	0	1.000000
3	36	1	0.000000
3	37	0	0.000000
3	37	1	1.000000
3	38	0	0.000000
3	38	1	1.000000
3	39	0	0.000000
3	39	1	1.000000
3	40	0	0.000000
3	40	1	1.000000
3	41	0	1.000000
