i	k	etaik
0	0	0.000000
0	1	0.000000
0	2	1.000000
1	0	0.000000
1	1	0.000000
1	2	1.000000
2	0	0.000000
2	1	0.000000
2	2	1.000000
3	0	0.000000
3	1	0.000000
3	2	1.000000
4	0	0.000000
4	1	0.000000
4	2	1.000000
5	0	0.491724
5	1	0.000000
5	2	0.508276
6	0	0.000000
6	1	0.000000
6	2	1.000000
7	0	0.000000
7	1	0.000000
7	2	1.000000
8	0	0.491724
8	1	0.000000
8	2	0.508276
9	0	0.491724
9	1	0.000000
9	2	0.508276
10	0	0.000000
10	1	0.000000
10	2	1.000000
11	0	0.000000
11	1	0.000000
11	2	1.000000
12	0	0.000000
12	1	0.000000
12	2	1.000000
13	0	0.000000
13	1	0.000000
13	2	1.000000
14	0	0.000000
14	1	0.000000
14	2	1.000000
15	0	0.000000
15	1	0.000000
15	2	1.000000
16	0	0.000000
16	1	0.000000
16	2	1.000000
17	0	0.000000
17	1	0.000000
17	2	1.000000
18	0	0.364659
18	1	0.002385
18	2	0.632956
19	0	0.000000
19	1	0.000000
19	2	1.000000
20	0	0.000000
20	1	0.000000
20	2	1.000000
21	0	0.475334
21	1	0.000000
21	2	0.524666
22	0	0.475334
22	1	0.000000
22	2	0.524666
23	0	0.475334
23	1	0.000000
23	2	0.524666
24	0	0.491724
24	1	0.000000
24	2	0.508276
25	0	0.000000
25	1	0.000000
25	2	1.000000
26	0	0.491724
26	1	0.000000
26	2	0.508276
27	0	0.491724
27	1	0.000000
27	2	0.508276
28	0	0.475334
28	1	0.000000
28	2	0.524666
29	0	0.475334
29	1	0.000000
29	2	0.524666
30	0	0.000000
30	1	0.000000
30	2	1.000000
31	0	0.000000
31	1	0.000000
31	2	1.000000
32	0	0.529505
32	1	0.000000
32	2	0.470495
33	0	0.000000
33	1	0.000000
33	2	1.000000
34	0	0.000000
34	1	0.000000
34	2	1.000000
35	0	0.000000
35	1	0.000000
35	2	1.000000
36	0	0.529505
36	1	0.000000
36	2	0.470495
37	0	0.000000
37	1	0.000000
