k	l	m	KLM
0	0	0	0.000000
0	0	1	1.000000
0	1	0	0.000000
0	1	1	1.000000
0	2	0	1.000000
0	2	1	0.000000
0	3	0	1.000000
0	3	1	0.000000
0	4	0	0.000000
0	4	1	1.000000
0	5	0	0.271832
0	5	1	0.728168
0	6	0	0.000000
0	6	1	1.000000
0	7	0	1.000000
0	7	1	0.000000
0	8	0	0.000000
0	8	1	1.000000
0	9	0	0.921521
0	9	1	0.078479
0	10	0	0.000000
0	10	1	1.000000
0	11	0	0.000000
0	11	1	1.000000
0	12	0	0.000000
0	12	1	1.000000
0	13	0	1.000000
0	13	1	0.000000
0	14	0	0.922045
0	14	1	0.077955
0	15	0	0.000000
0	15	1	1.000000
0	16	0	0.851461
0	16	1	0.148539
0	17	0	0.853793
0	17	1	0.146207
0	18	0	0.000000
0	18	1	1.000000
0	19	0	0.000000
0	19	1	1.000000
0	20	0	0.077239
0	20	1	0.922761
0	21	0	1.000000
0	21	1	0.000000
0	22	0	0.000000
0	22	1	1.000000
0	23	0	0.151048
0	23	1	0.848952
0	24	0	1.000000
0	24	1	0.000000
0	25	0	1.000000
0	25	1	0.000000
0	26	0	0.000000
0	26	1	1.000000
0	27	0	1.000000
0	27	1	0.000000
0	28	0	0.000000
0	28	1	1.000000
0	29	0	0.000000
0	29	1	1.000000
0	30	0	0.000000
0	30	1	1.000000
0	31	0	0.000000
0	31	1	1.000000
0	32	0	0.000000
0	32	1	1.000000
0	33	0	1.000000
0	33	1	0.000000
1	0	0	0.000000
1	0	1	1.000000
1	1	0	0.000000
1	1	1	1.000000
1	2	0	1.000000
1	2	1	0.000000
1	3	0	0.773060
1	3	1	0.226940
1	4	0	0.999713
1	4	1	0.000287
1	5	0	0.000000
1	5	1	1.000000
1	6	0	1.000000
1	6	1	0.000000
1	7	0	1.000000
1	7	1	0.000000
1	8	0	0.000000
1	8	1	1.000000
1	9	0	1.000000
1	9	1	0.000000
1	10	0	0.000000
1	10	1	1.000000
1	11	0	0.195560
1	11	1	0.804440
1	12	0	0.000000
1	12	1	1.000000
1	13	0	1.000000
1	13	1	0.000000
1	14	0	1.000000
1	14	1	0.000000
1	15	0	0.000000
1	15	1	1.000000
1	16	0	1.000000
1	16	1	0.000000
1	17	0	1.000000
1	17	1	0.000000
1	18	0	0.000000
1	18	1	1.000000
1	19	0	0.000000
1	19	1	1.000000
1	20	0	0.000000
1	20	1	1.000000
1	21	0	1.000000
1	21	1	0.000000
1	22	0	0.000000
1	22	1	1.000000
1	23	0	0.000000
1	23	1	1.000000
1	24	0	1.000000
1	24	1	0.000000
1	25	0	0.000000
1	25	1	1.000000
1	26	0	0.000000
1	26	1	1.000000
1	27	0	1.000000
1	27	1	0.000000
1	28	0	0.000000
1	28	1	1.000000
1	29	0	0.021103
1	29	1	0.978897
1	30	0	0.000000
1	30	1	1.000000
1	31	0	0.195560
1	31	1	0.804440
1	32	0	0.000000
1	32	1	1.000000
1	33	0	1.000000
1	33	1	0.000000
2	0	0	1.000000
2	0	1	0.000000
2	1	0	0.000000
2	1	1	1.000000
2	2	0	1.000000
2	2	1	0.000000
2	3	0	1.000000
2	3	1	0.000000
2	4	0	0.000000
2	4	1	1.000000
2	5	0	0.000000
2	5	1	1.000000
2	6	0	1.000000
2	6	1	0.000000
2	7	0	1.000000
2	7	1	0.000000
2	8	0	0.000000
2	8	1	1.000000
2	9	0	1.000000
2	9	1	0.000000
2	10	0	1.000000
2	10	1	0.000000
2	11	0	0.000000
2	11	1	1.000000
2	12	0	0.000000
2	12	1	1.000000
2	13	0	1.000000
2	13	1	0.000000
2	14	0	1.000000
2	14	1	0.000000
2	15	0	0.000000
2	15	1	1.000000
2	16	0	1.000000
2	16	1	0.000000
2	17	0	1.000000
2	17	1	0.000000
2	18	0	0.000000
2	18	1	1.000000
2	19	0	0.000000
2	19	1	1.000000
2	20	0	0.000000
2	20	1	1.000000
2	21	0	1.000000
2	21	1	0.000000
2	22	0	0.067226
2	22	1	0.932774
2	23	0	0.000000
2	23	1	1.000000
2	24	0	1.000000
2	24	1	0.000000
2	25	0	0.000000
2	25	1	1.000000
2	26	0	0.000000
2	26	1	1.000000
2	27	0	1.000000
2	27	1	0.000000
2	28	0	0.000000
2	28	1	1.000000
2	29	0	0.000000
2	29	1	1.000000
2	30	0	0.199651
2	30	1	0.800349
2	31	0	0.000000
2	31	1	1.000000
2	32	0	1.000000
2	32	1	0.000000
2	33	0	1.000000
2	33	1	0.000000
3	0	0	0.000000
3	0	1	1.000000
3	1	0	0.360837
3	1	1	0.639163
3	2	0	0.986917
3	2	1	0.013083
3	3	0	0.000000
3	3	1	1.000000
3	4	0	1.000000
3	4	1	0.000000
3	5	0	0.000000
3	5	1	1.000000
3	6	0	1.000000
3	6	1	0.000000
3	7	0	0.867488
3	7	1	0.132512
3	8	0	0.013176
3	8	1	0.986824
3	9	0	1.000000
3	9	1	0.000000
3	10	0	0.000000
3	10	1	1.000000
3	11	0	0.000000
3	11	1	1.000000
3	12	0	1.000000
3	12	1	0.000000
3	13	0	0.908639
3	13	1	0.091361
3	14	0	1.000000
3	14	1	0.000000
3	15	0	0.694847
3	15	1	0.305153
3	16	0	1.000000
3	16	1	0.000000
3	17	0	1.000000
3	17	1	0.000000
3	18	0	0.000000
3	18	1	1.000000
3	19	0	0.000000
3	19	1	1.000000
3	20	0	0.000000
3	20	1	1.000000
3	21	0	0.907453
3	21	1	0.092547
3	22	0	0.000000
3	22	1	1.000000
3	23	0	0.000000
3	23	1	1.000000
3	24	0	0.883217
3	24	1	0.116783
3	25	0	0.000000
3	25	1	1.000000
3	26	0	0.694847
3	26	1	0.305153
3	27	0	1.000000
3	27	1	0.000000
3	28	0	0.022514
3	28	1	0.977486
3	29	0	0.000000
3	29	1	1.000000
3	30	0	0.000000
3	30	1	1.000000
3	31	0	0.000000
3	31	1	1.000000
3	32	0	0.000000
3	32	1	1.000000
3	33	0	1.000000
3	33	1	0.000000
4	0	0	0.000000
4	0	1	1.000000
4	1	0	0.000000
4	1	1	1.000000
4	2	0	1.000000
4	2	1	0.000000
4	3	0	1.000000
4	3	1	0.000000
4	4	0	1.000000
4	4	1	0.000000
4	5	0	0.000000
4	5	1	1.000000
4	6	0	1.000000
4	6	1	0.000000
4	7	0	1.000000
4	7	1	0.000000
4	8	0	0.000000
4	8	1	1.000000
4	9	0	1.000000
4	9	1	0.000000
4	10	0	0.000000
4	10	1	1.000000
4	11	0	0.000000
4	11	1	1.000000
4	12	0	0.000000
4	12	1	1.000000
4	13	0	1.000000
4	13	1	0.000000
4	14	0	1.000000
4	14	1	0.000000
4	15	0	0.000000
4	15	1	1.000000
4	16	0	1.000000
4	16	1	0.000000
4	17	0	1.000000
4	17	1	0.000000
4	18	0	1.000000
4	18	1	0.000000
4	19	0	1.000000
4	19	1	0.000000
4	20	0	0.000000
4	20	1	1.000000
4	21	0	1.000000
4	21	1	0.000000
4	22	0	0.000000
4	22	1	1.000000
4	23	0	0.000000
4	23	1	1.000000
4	24	0	1.000000
4	24	1	0.000000
4	25	0	0.000000
4	25	1	1.000000
4	26	0	0.000000
4	26	1	1.000000
4	27	0	0.000000
4	27	1	1.000000
4	28	0	0.009634
4	28	1	0.990366
4	29	0	0.000000
4	29	1	1.000000
4	30	0	0.000000
4	30	1	1.000000
4	31	0	0.000000
4	31	1	1.000000
4	32	0	0.000000
4	32	1	1.000000
4	33	0	0.664013
4	33	1	0.335987

