k	l	m	KLM
0	0	0	0.000000
0	0	1	1.000000
0	1	0	1.000000
0	1	1	0.000000
0	2	0	1.000000
0	2	1	0.000000
0	3	0	0.000000
0	3	1	1.000000
0	4	0	1.000000
0	4	1	0.000000
0	5	0	0.000000
0	5	1	0.000000
0	5	2	1.000000
0	6	0	0.000000
0	6	1	1.000000
0	7	0	0.000000
0	7	1	1.000000
0	8	0	1.000000
0	8	1	0.000000
0	9	0	0.000000
0	9	1	1.000000
0	10	0	0.000000
0	10	1	1.000000
0	11	0	1.000000
0	11	1	0.000000
0	12	0	1.000000
0	12	1	0.000000
0	13	0	1.000000
0	13	1	0.000000
0	14	0	1.000000
0	14	1	0.000000
0	15	0	0.000000
0	15	1	1.000000
0	16	0	1.000000
0	16	1	0.000000
0	17	0	1.000000
0	17	1	0.000000
0	18	0	1.000000
0	18	1	0.000000
0	19	0	1.000000
0	19	1	0.000000
0	20	0	1.000000
0	20	1	0.000000
0	21	0	1.000000
0	21	1	0.000000
0	22	0	0.000000
0	22	1	1.000000
0	23	0	1.000000
0	23	1	0.000000
0	24	0	1.000000
0	24	1	0.000000
0	25	0	1.000000
0	25	1	0.000000
0	26	0	0.000000
0	26	1	1.000000
0	27	0	1.000000
0	27	1	0.000000
0	28	0	1.000000
0	28	1	0.000000
0	29	0	0.000000
0	29	1	1.000000
0	30	0	1.000000
0	30	1	0.000000
0	31	0	1.000000
0	31	1	0.000000
0	32	0	1.000000
0	32	1	0.000000
0	33	0	1.000000
0	33	1	0.000000
0	34	0	0.000000
0	34	1	1.000000
0	34	2	0.000000
0	35	0	1.000000
0	35	1	0.000000
0	36	0	0.000000
0	36	1	1.000000
0	37	0	1.000000
0	37	1	0.000000
0	38	0	0.000000
0	38	1	1.000000
0	39	0	1.000000
0	39	1	0.000000
0	40	0	1.000000
0	40	1	0.000000
0	41	0	1.000000
0	41	1	0.000000
0	42	0	0.000000
0	42	1	1.000000
0	43	0	0.000000
0	43	1	1.000000
0	44	0	0.000000
0	44	1	1.000000
0	45	0	0.000000
0	45	1	1.000000
0	46	0	0.000000
0	46	1	1.000000
0	47	0	0.000000
0	47	1	1.000000
0	48	0	0.000000
0	48	1	1.000000
0	49	0	1.000000
0	49	1	0.000000
0	50	0	0.000000
0	50	1	1.000000
0	51	0	1.000000
0	51	1	0.000000
0	52	0	0.000000
0	52	1	1.000000
0	53	0	0.000000
0	53	1	1.000000
0	54	0	1.000000
0	54	1	0.000000
0	55	0	0.000000
0	55	1	1.000000
0	56	0	0.000000
0	56	1	1.000000
0	57	0	0.000000
0	57	1	1.000000
0	58	0	1.000000
0	58	1	0.000000
0	59	0	1.000000
0	59	1	0.000000
0	60	0	1.000000
0	60	1	0.000000
0	61	0	0.000000
0	61	1	1.000000
0	62	0	1.000000
0	62	1	0.000000
0	63	0	1.000000
0	63	1	0.000000
0	64	0	1.000000
0	64	1	0.000000
0	65	0	0.000000
0	65	1	1.000000
0	66	0	0.000000
0	66	1	1.000000
0	67	0	0.000000
0	67	1	1.000000
0	68	0	1.000000
0	68	1	0.000000
0	69	0	0.000000
0	69	1	1.000000
0	70	0	0.000000
0	70	1	1.000000
0	71	0	0.000000
0	71	1	1.000000
0	72	0	0.000000
0	72	1	1.000000
0	73	0	1.000000
0	74	0	1.000000
0	74	1	0.000000
0	75	0	1.000000
0	75	1	0.000000
0	76	0	0.000000
0	76	1	1.000000
0	77	0	0.000000
0	77	1	1.000000
0	78	0	1.000000
0	78	1	0.000000
0	79	0	1.000000
0	79	1	0.000000
0	80	0	1.000000
0	80	1	0.000000
0	81	0	0.000000
0	81	1	1.000000
0	82	0	1.000000
0	82	1	0.000000
0	83	0	1.000000
0	83	1	0.000000
0	84	0	0.608183
0	84	1	0.391817
1	0	0	0.000000
1	0	1	1.000000
1	1	0	1.000000
1	1	1	0.000000
1	2	0	0.940097
1	2	1	0.059903
1	3	0	0.000000
1	3	1	1.000000
1	4	0	1.000000
1	4	1	0.000000
1	5	0	0.000000
1	5	1	0.000000
1	5	2	1.000000
1	6	0	0.000000
1	6	1	1.000000
1	7	0	0.000000
1	7	1	1.000000
1	8	0	1.000000
1	8	1	0.000000
1	9	0	0.000000
1	9	1	1.000000
1	10	0	0.000000
1	10	1	1.000000
1	11	0	1.000000
1	11	1	0.000000
1	12	0	1.000000
1	12	1	0.000000
1	13	0	1.000000
1	13	1	0.000000
1	14	0	1.000000
1	14	1	0.000000
1	15	0	0.000000
1	15	1	1.000000
1	16	0	1.000000
1	16	1	0.000000
1	17	0	1.000000
1	17	1	0.000000
1	18	0	1.000000
1	18	1	0.000000
1	19	0	1.000000
1	19	1	0.000000
1	20	0	0.000000
1	20	1	1.000000
1	21	0	1.000000
1	21	1	0.000000
1	22	0	0.000000
1	22	1	1.000000
1	23	0	1.000000
1	23	1	0.000000
1	24	0	1.000000
1	24	1	0.000000
1	25	0	0.862681
1	25	1	0.137319
1	26	0	0.000000
1	26	1	1.000000
1	27	0	1.000000
1	27	1	0.000000
1	28	0	1.000000
1	28	1	0.000000
1	29	0	1.000000
1	29	1	0.000000
1	30	0	1.000000
1	30	1	0.000000
1	31	0	1.000000
1	31	1	0.000000
1	32	0	1.000000
1	32	1	0.000000
1	33	0	1.000000
1	33	1	0.000000
1	34	0	0.000000
1	34	1	1.000000
1	34	2	0.000000
1	35	0	1.000000
1	35	1	0.000000
1	36	0	0.000000
1	36	1	1.000000
1	37	0	0.825155
1	37	1	0.174845
1	38	0	0.000000
1	38	1	1.000000
1	39	0	1.000000
1	39	1	0.000000
1	40	0	1.000000
1	40	1	0.000000
1	41	0	1.000000
1	41	1	0.000000
1	42	0	0.000000
1	42	1	1.000000
1	43	0	0.000000
1	43	1	1.000000
1	44	0	0.000000
1	44	1	1.000000
1	45	0	0.000000
1	45	1	1.000000
1	46	0	0.000000
1	46	1	1.000000
1	47	0	0.000000
1	47	1	1.000000
1	48	0	0.000000
1	48	1	1.000000
1	49	0	1.000000
1	49	1	0.000000
1	50	0	0.000000
1	50	1	1.000000
1	51	0	1.000000
1	51	1	0.000000
1	52	0	0.000000
1	52	1	1.000000
1	53	0	0.000000
1	53	1	1.000000
1	54	0	1.000000
1	54	1	0.000000
1	55	0	0.000000
1	55	1	1.000000
1	56	0	0.000000
1	56	1	1.000000
1	57	0	0.000000
1	57	1	1.000000
1	58	0	1.000000
1	58	1	0.000000
1	59	0	1.000000
1	59	1	0.000000
1	60	0	0.000000
1	60	1	1.000000
1	61	0	0.000000
1	61	1	1.000000
1	62	0	1.000000
1	62	1	0.000000
1	63	0	1.000000
1	63	1	0.000000
1	64	0	1.000000
1	64	1	0.000000
1	65	0	0.000000
1	65	1	1.000000
1	66	0	0.000000
1	66	1	1.000000
1	67	0	0.000000
1	67	1	1.000000
1	68	0	1.000000
1	68	1	0.000000
1	69	0	0.000000
1	69	1	1.000000
1	70	0	0.000000
1	70	1	1.000000
1	71	0	0.000000
1	71	1	1.000000
1	72	0	0.000000
1	72	1	1.000000
1	73	0	1.000000
1	74	0	1.000000
1	74	1	0.000000
1	75	0	1.000000
1	75	1	0.000000
1	76	0	0.000000
1	76	1	1.000000
1	77	0	0.000000
1	77	1	1.000000
1	78	0	1.000000
1	78	1	0.000000
1	79	0	0.987532
1	79	1	0.012468
1	80	0	1.000000
1	80	1	0.000000
1	81	0	0.000000
1	81	1	1.000000
1	82	0	1.000000
1	82	1	0.000000
1	83	0	1.000000
1	83	1	0.000000
1	84	0	1.000000
1	84	1	0.000000
2	0	0	1.000000
2	0	1	0.000000
2	1	0	0.000000
2	1	1	1.000000
2	2	0	1.000000
2	2	1	0.000000
2	3	0	0.000000
2	3	1	1.000000
2	4	0	0.000000
2	4	1	1.000000
2	5	0	0.000000
2	5	1	1.000000
2	5	2	0.000000
2	6	0	1.000000
2	6	1	0.000000
2	7	0	1.000000
2	7	1	0.000000
2	8	0	0.000000
2	8	1	1.000000
2	9	0	1.000000
2	9	1	0.000000
2	10	0	0.000000
2	10	1	1.000000
2	11	0	0.000000
2	11	1	1.000000
2	12	0	0.000000
2	12	1	1.000000
2	13	0	0.000000
2	13	1	1.000000
2	14	0	0.000000
2	14	1	1.000000
2	15	0	0.000000
2	15	1	1.000000
2	16	0	0.000000
2	16	1	1.000000
2	17	0	1.000000
2	17	1	0.000000
2	18	0	0.000000
2	18	1	1.000000
2	19	0	0.000000
2	19	1	1.000000
2	20	0	0.000000
2	20	1	1.000000
2	21	0	0.000000
2	21	1	1.000000
2	22	0	1.000000
2	22	1	0.000000
2	23	0	0.000000
2	23	1	1.000000
2	24	0	1.000000
2	24	1	0.000000
2	25	0	0.000000
2	25	1	1.000000
2	26	0	1.000000
2	26	1	0.000000
2	27	0	1.000000
2	27	1	0.000000
2	28	0	0.000000
2	28	1	1.000000
2	29	0	1.000000
2	29	1	0.000000
2	30	0	1.000000
2	30	1	0.000000
2	31	0	0.456945
2	31	1	0.543055
2	32	0	0.000000
2	32	1	1.000000
2	33	0	0.456945
2	33	1	0.543055
2	34	0	0.000000
2	34	1	0.000000
2	34	2	1.000000
2	35	0	0.000000
2	35	1	1.000000
2	36	0	0.000000
2	36	1	1.000000
2	37	0	1.000000
2	37	1	0.000000
2	38	0	0.000000
2	38	1	1.000000
2	39	0	1.000000
2	39	1	0.000000
2	40	0	1.000000
2	40	1	0.000000
2	41	0	0.000000
2	41	1	1.000000
2	42	0	1.000000
2	42	1	0.000000
2	43	0	1.000000
2	43	1	0.000000
2	44	0	1.000000
2	44	1	0.000000
2	45	0	0.000000
2	45	1	1.000000
2	46	0	1.000000
2	46	1	0.000000
2	47	0	1.000000
2	47	1	0.000000
2	48	0	1.000000
2	48	1	0.000000
2	49	0	0.000000
2	49	1	1.000000
2	50	0	1.000000
2	50	1	0.000000
2	51	0	0.000000
2	51	1	1.000000
2	52	0	0.000000
2	52	1	1.000000
2	53	0	0.392430
2	53	1	0.607570
2	54	0	0.000000
2	54	1	1.000000
2	55	0	0.000000
2	55	1	1.000000
2	56	0	1.000000
2	56	1	0.000000
2	57	0	1.000000
2	57	1	0.000000
2	58	0	0.000000
2	58	1	1.000000
2	59	0	0.000000
2	59	1	1.000000
2	60	0	0.000000
2	60	1	1.000000
2	61	0	1.000000
2	61	1	0.000000
2	62	0	0.000000
2	62	1	1.000000
2	63	0	0.000000
2	63	1	1.000000
2	64	0	0.000000
2	64	1	1.000000
2	65	0	1.000000
2	65	1	0.000000
2	66	0	1.000000
2	66	1	0.000000
2	67	0	1.000000
2	67	1	0.000000
2	68	0	1.000000
2	68	1	0.000000
2	69	0	1.000000
2	69	1	0.000000
2	70	0	1.000000
2	70	1	0.000000
2	71	0	1.000000
2	71	1	0.000000
2	72	0	1.000000
2	72	1	0.000000
2	73	0	1.000000
2	74	0	0.456945
2	74	1	0.543055
2	75	0	0.000000
2	75	1	1.000000
2	76	0	1.000000
2	76	1	0.000000
2	77	0	1.000000
2	77	1	0.000000
2	78	0	1.000000
2	78	1	0.000000
2	79	0	1.000000
2	79	1	0.000000
2	80	0	0.000000
2	80	1	1.000000
2	81	0	0.000000
2	81	1	1.000000
2	82	0	0.000000
2	82	1	1.000000
2	83	0	1.000000
2	83	1	0.000000
2	84	0	1.000000
2	84	1	0.000000
3	0	0	0.000000
3	0	1	1.000000
3	1	0	1.000000
3	1	1	0.000000
3	2	0	1.000000
3	2	1	0.000000
3	3	0	0.000000
3	3	1	1.000000
3	4	0	1.000000
3	4	1	0.000000
